"_alternate_title","_api_name","_cover_image","_dir","_director","_episode_count","_episode_length","_finished_airing","_genres","_rating_1","_rating_2","_reponse","_show_type","_started_airing","_status","_synopsis","_title","_type","_url","_votes","_year"
"World Conquest Zvezda","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/008/082/large/Sekai_Seifuku_Bouryaku_no_Zvezda.jpg?1408463417","Sekai Seifuku","","12","24","2014-03-29","[{'name': 'Action'}, {'name': 'Fantasy'}]","3.58593660841309","","","TV","2014-01-12","Finished Airing","What does it take to CONQUER THE WORLD?! Every leader of the past has thought of it… but all they have done was to merely dream of its greatness. World domination…nobody has been able to achieve it. Until one little girl by the name of Kate Hoshimiya came along. Kate Hoshimiya will shock the world! How was she able to carry out such a MAGNIFICENT stunt? So FRIGHTFUL! So GLORIOUS! Could this be…the ZVEZDA PLOT?! Let the light of our great ZVEZDA shine upon this land far and wide!
(Source: Crunchyroll)","Sekai Seifuku: Bouryaku no Zvezda","anime","https://hummingbird.me/anime/sekai-seifuku-bouryaku-no-zvezda","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/006/464/large/6464.jpg?1408458485","Sekaiichi Hatsukoi S2","","12","24","2011-12-24","[{'name': 'Comedy'}, {'name': 'Romance'}, {'name': 'Shounen Ai'}]","4.11299729192129","","","TV","2011-10-08","Finished Airing","Second season of Sekaiichi Hatsukoi.","Sekaiichi Hatsukoi 2","anime","https://hummingbird.me/anime/sekaiichi-hatsukoi-2","",""
"Night Raid 1931","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/004/813/large/52853.jpg?1438019660","Senkou no Night Raid","","13","23","2010-06-29","[{'name': 'Action'}, {'name': 'Super Power'}, {'name': 'Historical'}, {'name': 'Military'}]","3.43698440949587","","","TV","2010-04-06","Finished Airing","The year is 1931. The city is Shanghai. Ten years before America will enter World War II, the hydra's teeth planted by the first great global conflict are beginning to germinate. Hatching like spiders, they weave the complex web of plots and conspiracies destined to inevitably draw entire nations to the brink of destruction. Caught in the heart of these webs, desperately seeking to separate lies from truth, is ""Sakurai Kikan,"" an ultra-secret intelligence agency staffed by extraordinarily talented individuals with abilities far beyond those of normal humans. Their duty: to stop the darkest plots and eliminate the greatest threats. But in a city built on intrigue, can even a team of clairvoyants, telepaths and espers stand against the ultimate forces of destiny?

(Source: Sentai Filmworks)","Senkou no Night Raid","anime","https://hummingbird.me/anime/senkou-no-night-raid","",""
"Nagi-Asu: A Lull in the Sea","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/007/370/large/naginoasukara.jpg?1436734819","Nagi no Asukara","","26","23","2014-04-03","[{'name': 'Drama'}, {'name': 'Fantasy'}, {'name': 'Romance'}]","4.12217570374144","","","TV","2013-10-03","Finished Airing","Long ago, all humans lived in the ocean. But some who longed for the land abandoned the ocean, casting off the special raiments granted to them by the sea god to adapt them to life under the sea...

Though mankind was divided into sea dwellers and land dwellers, each with different ways of thinking, they were all still fellow humans, and they continued to maintain contact as time went on.

Sakishima Hikari, Mukaido Manaka, Hiradaira Chisaki, and Isaki Kaname live in an undersea village, while Kihara Tsumugu lives on land.

When these middle school second-year land and sea dwellers meet for the first time, their hearts begin to undulate like the tides.

The youthful fantasy tale of these young people's lives unfolds in a strange and beautiful world.

(Source: Crunchyroll)","Nagi no Asukara","anime","https://hummingbird.me/anime/nagi-no-asukara","",""
"Muromi-san","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/007/549/large/7549.jpg?1408461680","Namiuchigiwa no Muromi-san","","13","13","2013-06-30","[{'name': 'Comedy'}, {'name': 'Slice of Life'}]","3.52971965560921","","","TV","2013-04-07","Finished Airing","Mukoujima Takurou is a lonely teenager who spends his time fishing at the pier and, to his incredible surprise, fishes up Muromi, a mermaid. Muromi first off doesn't realize she's a mermaid until she meets Takurou. Not only that, she is incredibly dense and crazy and has a drinking problem to top it off. Now every time Takurou goes fishing, Muromi appears and makes life interesting for him.
(Source: MU)","Namiuchigiwa no Muromi-san","anime","https://hummingbird.me/anime/namiuchigiwa-no-muromi-san","",""
"Naruto Shippuden: Movie 3 - The Will of Fire","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/004/520/large/4520.jpg?1408452788","Naruto Shippuden","","1","95","None","[{'name': 'Action'}, {'name': 'Comedy'}, {'name': 'Martial Arts'}, {'name': 'Super Power'}]","3.59991790323784","","","Movie","2009-08-01","Finished Airing","Ninjas with bloodline limits begin disappearing in all the countries and blame points toward the fire nation. By Tsunade's order, Kakashi is sacrificed to prevent an all out war. After inheriting charms left by Kakashi, Naruto fights through friends and foes to prevent his death while changing the minds of those who've inherited the will of fire.
(Source: ANN)","Naruto: Shippuden Movie 3 - Hi no Ishi wo Tsugu Mono","anime","https://hummingbird.me/anime/naruto-shippuden-movie-3-hi-no-ishi-wo-tsugu-mono","",""
"Shinseiki Evangelion","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/000/021/large/498975-neon_genesis_evangelion_zpsudeo7oxn.jpg?1423580507","Neon Genesis Evangelion Renewal","","26","24","1996-03-27","[{'name': 'Action'}, {'name': 'Drama'}, {'name': 'Sci-Fi'}, {'name': 'Psychological'}, {'name': 'Dementia'}, {'name': 'Mecha'}]","4.19350249059413","","","TV","1995-10-03","Finished Airing","In the year 2015, the Angels, huge, tremendously powerful, alien war machines, appear in Tokyo for the second time. The only hope for Mankind's survival lies in the Evangelion, a humanoid fighting machine developed by NERV, a special United Nations agency. Capable of withstanding anything the Angels can dish out, the Evangelion's one drawback lies in the limited number of people able to pilot them. Only a handful of teenagers, all born fourteen years ago, nine months after the Angels first appeared, are able to interface with the Evangelion. One such teenager is Shinji Ikari, whose father heads the NERV team that developed and maintains the Evangelion. Thrust into a maelstrom of battle and events that he does not understand, Shinji is forced to plumb the depths of his own inner resources for the courage and strength to not only fight, but to survive, or risk losing everything. 
(Source: AniDB)","Neon Genesis Evangelion","anime","https://hummingbird.me/anime/neon-genesis-evangelion","",""
"The Daughter of 20 Faces","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/003/185/large/3185.jpg?1408449006","Nijuu-Mensou no Musume","","22","22","2008-09-28","[{'name': 'Action'}, {'name': 'Adventure'}, {'name': 'Mystery'}]","3.7211255070933","","","TV","2008-04-13","Finished Airing","Chiko is the daughter of the wealthy Mikamo family who has to live with her aunt and uncle after her parents passed away. Because her aunt wants to inherit the Mikamo family's wealth, she gives Chiko poisoned food. One day, however, she's kidnapped by the Nijuu Mensou (20 Faces) and decides to join his clan. 
(Source: ZOMG)","Nijuu Mensou no Musume","anime","https://hummingbird.me/anime/nijuu-mensou-no-musume","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/007/821/large/643861.jpg?1418180051","Nisekoi","","20","24","2014-05-24","[{'name': 'Comedy'}, {'name': 'Romance'}, {'name': 'School'}, {'name': 'Harem'}]","3.96537252152866","","","TV","2014-01-11","Finished Airing","Raku Ichijou is an average high school student. He also happens to be the sole heir to the head of a Yakuza Family called the Shuei-gumi. Ten years ago, Raku made a promise... a secret promise with a girl he met. They promised one another that they will ""get married when they reunite."" Since then, Raku never let go of the pendant the girl gave him.

Then one day, a beautiful girl named Chitoge Kirisaki transfers into Raku's class. Their chemistry was more than off. There was not a moment where they were not fighting. But by a weird turn of events, Raku and Chitoge agree to become fake lovers. Although his heart is really interested in his classmate Kosaki Onodera, Raku must continue pretending to be Chitoge's boyfriend.

(Source: Aniplex USA)","Nisekoi","anime","https://hummingbird.me/anime/nisekoi","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/006/546/large/2943837064_2WSlCGDQ_ns03.jpg?1418050304","Nisemonogatari","","11","24","2012-03-18","[{'name': 'Comedy'}, {'name': 'Supernatural'}, {'name': 'Romance'}, {'name': 'Psychological'}, {'name': 'Ecchi'}, {'name': 'Vampire'}]","4.14380053243307","","","TV","2012-01-08","Finished Airing","In Bakemonogatari, the story centers on Koyomi Araragi, a third-year high school student who has recently survived a vampire attack, and finds himself mixed up with all kinds of apparitions: gods, ghosts, myths, and spirits. However, in Nisemonogatari, we pick up right where we left off and follow Koyomi as the psychological twists delve deeper and deeper.

(Source: ANN)","Nisemonogatari","anime","https://hummingbird.me/anime/nisemonogatari","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/001/525/large/1525.jpg?1416325994","Nodame Cantabile","","23","22","2007-06-15","[{'name': 'Comedy'}, {'name': 'Drama'}, {'name': 'Romance'}, {'name': 'Slice of Life'}, {'name': 'Music'}]","4.24925819157275","","","TV","2007-01-12","Finished Airing","At a top music academy in Japan, Shinichi Chiaki's arrogance is matched only by his top-notch piano playing. But when Chiaki and the teacher get into a fight, he's demoted to the reject class. Chiaki is left to pursue his dream of being a conductor while surrounded by a bunch of loser musicians and one annoying girl, Noda, who has proclaimed herself Chiaki's girlfriend. It doesn't help that Noda, who insists on being called Nodame, lives right next door to him. (Source: ANN)","Nodame Cantabile","anime","https://hummingbird.me/anime/nodame-cantabile","",""
"Noein: To Your Other Self","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/000/539/large/539.jpg?1416268659","Noein ~ Mou Hitori no Kimi e","","24","25","2006-03-29","[{'name': 'Adventure'}, {'name': 'Drama'}, {'name': 'Sci-Fi'}, {'name': 'Slice of Life'}]","3.85268512038494","","","TV","2005-10-12","Finished Airing","In the near future, a violent battle takes place between the dimension La'cryma (protector of humanity) and the dimension Shangri-La, bent on the annihilation of all space-time. A group known as the Dragon Calvary is dispatched through space and time, searching for the only thing that can stop the invasion: the Dragon's Torque.
In the present, twelve-year old Haruka and her friend Yuu, are contemplating running away from home when they meet a member of the Dragon Calvary named Karasu (Crow). He believes that Haruka possesses the Dragon's Torque and claims to be Yuu from fifteen years in the future...
(Source: DVD Complete Series Box Set)","Noein: Mou Hitori no Kimi e","anime","https://hummingbird.me/anime/noein-mou-hitori-no-kimi-e","",""
"None","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/000/247/large/247.jpg?1408441032","Noir","","26","24","2001-09-28","[{'name': 'Action'}, {'name': 'Drama'}, {'name': 'Mystery'}]","3.63393508246708","","","TV","2001-04-06","Finished Airing","Mireille Bouquet is a professional assassin, and a very good one at that. But when she follows up an e-mail from a young Japanese girl named Yumura Kirika, inviting her to take ""a pilgrimage to the past"", her life becomes even more dangerous than it already is. Now, with a haunting melody invoking the memory of an event long past, Mireille and Kirika decide to work together to find the truth about a thousand year old organization that has controlled both of their lives since before they were born. And the only clue in their search, the only thing Kirika remembers about herself, becomes their working codename: a name designating an ancient fate, of two maidens who reign over death--Noir. 
(Source: ANN)","Noir","anime","https://hummingbird.me/anime/noir","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/007/881/large/noragami_1.jpg?1408462791","Noragami","","12","24","2014-03-23","[{'name': 'Action'}, {'name': 'Adventure'}, {'name': 'Supernatural'}]","4.09795845021207","","","TV","2014-01-05","Finished Airing","Yato is a minor god whose dream is to have followers worshipping him. Unfortunately, his dream is far from coming true since he doesn't even have a single shrine dedicated to him. He later stumbles upon Iki Hiyori, and saves her life...","Noragami","anime","https://hummingbird.me/anime/noragami","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/007/113/large/btooooom.jpg?1416934894","BTOOM!","","12","24","2012-12-20","[{'name': 'Action'}, {'name': 'Sci-Fi'}, {'name': 'Psychological'}]","3.75373478887482","","","TV","2012-10-04","Finished Airing","In the blink of the mind's eye, Ryouta Sakamoto suddenly finds himself transported from playing the hit Btoom! video game to being stranded on a mysterious island, equipped with a day's worth of provisions, a bag of bombs, a strange crystal embedded in his left hand and a huge gaping hole in his memory. But it doesn't take long to figure out what's going on, especially after the first person Ryouta meets tries to kill him. Someone is attempting to recreate the ultra-violent Btoom! game in real life, and the island has been filled with an army of other unwilling players, each armed with one of the multiple variants of explosive weapons called BIM. Fortunately, Ryouta's an ace Btoom! player, but this insane version of the game has no reset switch or second lives, and there's only one way off the island: kill seven other people before they can kill you! Can Ryouta repurpose his game based skills fast enough to survive?

(Source: Sentai Filmworks) ","Btooom!","anime","https://hummingbird.me/anime/btooom","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/006/355/large/X43Nyys.jpg?1416730960","Chihayafuru","","25","22","2012-03-28","[{'name': 'Drama'}, {'name': 'Sports'}, {'name': 'Game'}]","4.23418256968822","","","TV","2011-10-05","Finished Airing","Chihaya is a lighthearted tomboy, who's not especially good at anything in particular. Her dream has always been for her sister (an aspiring model) to become the number one beauty of Japan, or perhaps of the world. But then one day she meets someone who tells her that a dream is something that should concern only herself - and something she has to work hard for as well.
At the same time, Chihaya discovers a passion for the old Japanese game hyakunin isshu, also called ""karuta"".","Chihayafuru","anime","https://hummingbird.me/anime/chihayafuru","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/000/040/large/40.jpg?1408440545","Chobits","","26","24","2002-09-25","[{'name': 'Comedy'}, {'name': 'Drama'}, {'name': 'Sci-Fi'}, {'name': 'Romance'}, {'name': 'Ecchi'}]","3.75269347565313","","","TV","2002-04-03","Finished Airing","In the future, personal computers have developed into ""Persocoms"", mobile computers that look like human beings. Hideki Motosuwa, a prep school student, desperately wants to buy a Persocon but cannot afford to. One day he finds a Persocom that has been thrown away and decides to keep it. When he turns on the Persocom, all she can say is ""Chi"" so he decides to name her that. After a while it starts to become apparent that Chi is more than an average Persocom. Having much better performance, it seems that Chi might be a ""Chobit"", a type of advanced Persocom rumored to have independent thought.

(Source: ANN)","Chobits","anime","https://hummingbird.me/anime/chobits","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/008/154/large/57457.jpg?1408463678","Chuunibyou Demo Koi Ga Shitai","","6","6","2014-03-16","[{'name': 'Comedy'}, {'name': 'School'}]","3.59988584763488","","","ONA","2013-12-26","Finished Airing","Short episodes aired on KyoAni's official YouTube channel.","Chuunibyou demo Koi ga Shitai! Ren Lite","anime","https://hummingbird.me/anime/chuunibyou-demo-koi-ga-shitai-ren-lite","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/001/962/large/422761.jpg?1422198692","Clannad","","23","24","2008-03-28","[{'name': 'Comedy'}, {'name': 'Drama'}, {'name': 'Supernatural'}, {'name': 'Romance'}, {'name': 'Slice of Life'}, {'name': 'School'}]","4.15196937395865","","","TV","2007-10-05","Finished Airing","Tomoya Okazaki is a third year high school student resentful of his life. His mother passed away from a car accident when he was younger, causing his father to resort to alcohol and gambling. This results in fights between the two until Tomoya's shoulder is injured in a fight. Since then, Tomoya has had distant relationships with his father, causing him to become a delinquent over time. While on a walk to school, he meets a strange girl named Nagisa Furukawa who is a year older, but is repeating due to illness. Due to this, she is often alone as most of her friends have moved on. The two begin hanging out and slowly, as time goes by, Tomoya finds his life shifting in a new direction. (Source: ANN)","Clannad","anime","https://hummingbird.me/anime/clannad","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/001/635/large/wFrZgkJ.jpg?1416415535","Claymore","","26","23","2007-09-26","[{'name': 'Action'}, {'name': 'Adventure'}, {'name': 'Supernatural'}, {'name': 'Fantasy'}]","3.87659641752673","","","TV","2007-04-04","Finished Airing","In a world rife with deadly creatures called ""youma"", a young silver eyed woman, Clare, works on behalf of an organisation that trains female youma half-breeds into warriors with the ability to destroy these creatures. Considered a rogue for picking up a stray child & almost losing herself to her youma side by ""Awakening"", she is constantly assigned rather dangerous missions.

(Source: ANN)","Claymore","anime","https://hummingbird.me/anime/claymore","",""
"Code Geass: Hangyaku no Lelouch","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/001/415/large/4f0f9288-d1b0-4461-8cba-40b39e27ab78.jpg?1408443967","Code Geass","","25","24","2007-07-28","[{'name': 'Action'}, {'name': 'Sci-Fi'}, {'name': 'Super Power'}, {'name': 'School'}, {'name': 'Military'}, {'name': 'Mecha'}]","4.42463741137085","","","TV","2006-10-06","Finished Airing","On August 10th of the year 2010 the Holy Empire of Britannia began a campaign of conquest, its sights set on Japan. Operations were completed in one month thanks to Britannia's deployment of new mobile humanoid armor vehicles dubbed Knightmare Frames. Japan's rights and identity were stripped away, the once proud nation now referred to as Area 11. Its citizens, Elevens, are forced to scratch out a living while the Britannian aristocracy lives comfortably within their settlements. Pockets of resistance appear throughout Area 11, working towards independence for Japan.
 Lelouch, an exiled Imperial Prince of Britannia posing as a student, finds himself in the heart of the ongoing conflict for the island nation. Through a chance meeting with a mysterious girl named C.C., Lelouch gains his Geass, the power of the king. Now endowed with absolute dominance over any person, Lelouch may finally realize his goal of bringing down Britannia from within!
(Source: Bandai Entertainment)","Code Geass: Lelouch of the Rebellion","anime","https://hummingbird.me/anime/code-geass-lelouch-of-the-rebellion","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/005/746/large/1374327293_coppelion_poster2.jpg?1408456348","Coppelion","","13","24","2013-12-25","[{'name': 'Action'}, {'name': 'Sci-Fi'}]","3.03101253354626","","","TV","2013-10-02","Finished Airing","In 2016 a meltdown of a nuclear power plant creates a big catastrophe in Tokyo. 20 years later, the city has become a ghost town due to the high levels of radiation. From that area a distress signal is received. The Self Defence forces dispatch 3 girls from the special unit Coppelion to search for survivors. But why aren't they wearing any protection against radiation?
(Source: Manga synopsis)","Coppelion","anime","https://hummingbird.me/anime/coppelion","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/007/199/large/2275803-c.jpg?1441227995","Corpse Party Tortured Souls","","4","28","2013-07-24","[{'name': 'Horror'}]","3.49630799218245","","","OVA","2013-07-24","Finished Airing","The story is set in Heavenly Host Elementary School, an elementary school that was torn down following the murders and disappearances of several of its staff and students. By the start of the story, another school called Kisaragi Academy has been built over the elementary school site. One night, a group of students from Kisaragi are telling ghost stories when a sudden earthquake transports them to another dimension where Heavenly Host Elementary still exists and is haunted by the ghosts of the school's murdered children. The students of Kisaragi Academy students try to find their way home and survive the other mysterious forces that haunt the school.

(Source: Wikipedia)","Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou","anime","https://hummingbird.me/anime/corpse-party-tortured-souls-bougyakusareta-tamashii-no-jukyou","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/000/001/large/hNSma.jpg?1431697256","Cowboy Bepop","","26","24","1999-04-24","[{'name': 'Action'}, {'name': 'Adventure'}, {'name': 'Comedy'}, {'name': 'Drama'}, {'name': 'Sci-Fi'}, {'name': 'Space'}]","4.48612930107177","","","TV","1998-04-03","Finished Airing","Enter a world in the distant future, where Bounty Hunters roam the solar system. Spike and Jet, bounty hunting partners, set out on journeys in an ever struggling effort to win bounty rewards to survive.
While traveling, they meet up with other very interesting people. Could Faye, the beautiful and ridiculously poor gambler, Edward, the computer genius, and Ein, the engineered dog be a good addition to the group?","Cowboy Bebop","anime","https://hummingbird.me/anime/cowboy-bebop","",""
"Daily Lives of High School Boys","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/006/616/large/Danshi-Koukousei-no-Nichijou-01.jpg?1417705319","Danshi Koukousei no Nichijou","","12","25","2012-03-27","[{'name': 'Comedy'}, {'name': 'Slice of Life'}, {'name': 'School'}]","4.19445661585702","","","TV","2012-01-10","Finished Airing","Tadakuni, Hidenori, and Yoshitake are students at the all-boys academy, Sanada North High School. This is a tale about just thatâtheir daily lives as students. Winning the basketball tournament? Finding true love? You won't find any of that here. Whether it's sparking random arguments while hanging out with friends, meeting that one weird co-worker at a part-time job, or even letting imaginations run wild on a windy afternoon, we've all experienced the show's ordinary but true-to-life themes at one point or another. 

(Source: NIS America) ","Danshi Koukousei no Nichijou","anime","https://hummingbird.me/anime/danshi-koukousei-no-nichijou","",""
"Darker than Black: Kuro no Keiyakusha","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/001/824/large/0710_2085_28140494131314_29.jpg?1416272454","Darker Than Black","","25","24","2007-09-28","[{'name': 'Action'}, {'name': 'Sci-Fi'}, {'name': 'Mystery'}, {'name': 'Super Power'}]","4.18496917786184","","","TV","2007-04-06","Finished Airing","In Tokyo, an impenetrable field known as ""Hell's Gate"" appeared ten years ago. At the same time, psychics who wield paranormal powers at the cost of their conscience also emerged. Hei is one of the most powerful of these psychic agents, and along with his blind associate, Yin, works for one of the many rival agencies vying to unlock the mysteries of Hell's Gate. 

(Source: ANN)","Darker than Black","anime","https://hummingbird.me/anime/darker-than-black","",""
"Day Break Illusion","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/007/670/large/20130705_f40c60b1a2893518195fCVmxlPxFVNKE.jpg?1408462038","Day Break Illusion","","13","24","2013-09-28","[{'name': 'Magic'}, {'name': 'Mahou Shoujo'}]","3.0880267714788","","","TV","2013-07-06","Finished Airing","Since ancient times long past, this world has been ruled by two tarot cards.
Diablos Tarot—The tarot of the devil that feasts on the souls of living humans and uses that nourishment to bring countless pain and suffering.
Elemental Tarot—The tarot that draws its energy from the power of nature in order to oppose the Diablos Tarot.
Girls chosen from 22 different bloodlines become the wielders of the Elemental Tarot, plunging themselves into this secret battle. To maintain the balance of this world, while carrying unbearable guilt… 
Are they executioners? Or saviors? This is the story of the long, long battle fought by girls who cannot escape the fate they bear.
(Source: ANN)","Genei wo Kakeru Taiyou","anime","https://hummingbird.me/anime/genei-wo-kakeru-taiyou","",""
"None","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/004/765/large/iTHCMFhkrBQhA.jpg?1418884430","Deadman Wonderland","","12","24","2011-07-03","[{'name': 'Action'}, {'name': 'Sci-Fi'}, {'name': 'Horror'}]","3.66073259055884","","","TV","2011-04-17","Finished Airing","Ganta is the only survivor after a mysterious man in red slaughters a classroom full of teenagers. He's framed for the carnage, sentenced to die, and locked away in the most twisted prison ever built: Deadman Wonderland. And then it gets worse.

At Deadman Wonderland, convicts are forced into brutal deathmatches for the amusement of the masses, the cheers of the crowd drowning out the screams of the dismembered. Even when Ganta befriends Shiro, an unusual female inmate, his dark fate crushes all hope âuntil he discovers the strange ability to wield his spilled blood as a weapon. Ganta learns his new skill might be related to the murderous man in red and uncovers disturbing secrets that could expose those who stole his freedom. He's determined to see justice served âbut first he'll have to fight for his life in a prison that holds a million ways to die.

(Source: FUNimation)","Deadman Wonderland","anime","https://hummingbird.me/anime/deadman-wonderland","",""
"None","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/001/959/large/02.jpg?1441925480","Dennou Coil","","26","25","2007-12-01","[{'name': 'Adventure'}, {'name': 'Comedy'}, {'name': 'Drama'}, {'name': 'Sci-Fi'}, {'name': 'Mystery'}]","4.1517165283769","","","TV","2007-05-12","Finished Airing","Eleven years after the introduction of internet-connected, augmented reality eyeglasses and visors, YĹŤko Okonogi moves with her family to Daikoku City, the technological center of the emerging half-virtual world. YĹŤko joins her grandmother's ""investigation agency"" comprised of children equipped with virtual tools and powerful metatags. She quickly crosses paths with YĹŤko Amasawa, an expert hacker of the virtual environment, as Amasawa relentlessly seeks to ""unlock"" the mystery of a computer virus that emerges from an inaccessible corrupted space.

(Source: ANN)","Dennou Coil","anime","https://hummingbird.me/anime/dennou-coil","",""
"The Legend of the Legendary Heroes","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/005/191/large/scRSHTY.jpg?1416335609","Densetsu no Yuusha no Densetsu","","24","24","2010-12-17","[{'name': 'Action'}, {'name': 'Adventure'}, {'name': 'Magic'}, {'name': 'Fantasy'}]","3.87107719644397","","","TV","2010-07-02","Finished Airing","Ryner Lute is a lazy student of the Roland Empire Royal Magician's Academy. One day, the Roland Empire goes to war against their neighboring country Estabul, and Ryner loses his classmates in the war. After the war, Ryner sets out on a journey to search the relics of a ""Legendary Hero"" at King Sion Astal's command and finds out that a deadly curse is spreading throughout the continent.
(Source: Wikipedia)","Densetsu no Yuusha no Densetsu","anime","https://hummingbird.me/anime/densetsu-no-yuusha-no-densetsu","",""
"Case Closed","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/000/210/large/TLu8W8j.jpg?1412708908","Detective Conan","","None","25","None","[{'name': 'Adventure'}, {'name': 'Comedy'}, {'name': 'Mystery'}, {'name': 'Police'}]","4.12580446823235","","","TV","1996-01-08","Currently Airing","Kudo Shinichi is a seventeen year-old high school detective whom people call the ""Modern Sherlock Holmes."" However, one night after a date with his childhood sweetheart, Ran, Shinichi witnessed an illegal trade and, caught off his guard, was knocked unconscious and fed a drug that was supposed to kill him... but he woke up and found himself shrunken to a seven year-old. In order to track down the men who did this to him, Shinichi hid his identity and lived with Ran, whose father happened to be a hopeless detective, and with that came a series of murders and mysteries that he must solve. 
(Source: ANN)","Detective Conan","anime","https://hummingbird.me/anime/detective-conan","",""
"None","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/000/759/large/xq6vAte.jpg?1417908710","Air Gear","","25","24","2006-09-27","[{'name': 'Action'}, {'name': 'Comedy'}, {'name': 'Sports'}, {'name': 'Ecchi'}]","3.7558717843688","","","TV","2006-04-05","Finished Airing","Minami Itsuki never thought about seriously riding Air Treck motorized roller blades, until he got his butt handed to him by a street gang of Storm Riders. That day, he discovered in a locked up room, a pair of AT's and a box of stickers belonging to the Sleeping Forest street gang. One thing leads to another, and Ikki dons the wheels and begins to ride. As his reputation builds in the AT street fighting/racing world, he begins to develop his own gang and participate in more fights, gaining more and more territory. ","Air Gear","anime","https://hummingbird.me/anime/air-gear","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/008/270/large/35E.jpg?1416269664","Akame Ga Kill","","24","24","2014-12-15","[{'name': 'Action'}, {'name': 'Adventure'}, {'name': 'Fantasy'}]","3.84911696733231","","","TV","2014-07-07","Finished Airing","In a fantasy world, fighter Tatsumi sets out for the Capital to earn money for his starving village, and finds a world of unimaginable corruption, all spreading from the depraved Prime Minister who controls the child Emperor's ear. After nearly becoming a victim of this corruption himself, Tatsumi is recruited by Night Raid, a group of assassins dedicated to eliminating the corruption plaguing the Capitol by mercilessly killing those responsible.

(Source: TV Tropes)","Akame ga Kill!","anime","https://hummingbird.me/anime/akame-ga-kill","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/008/297/large/iVJIgKAd0PUNY.jpg?1423185061","Aldnoah Zero","","12","23","2014-09-21","[{'name': 'Action'}, {'name': 'Sci-Fi'}, {'name': 'Mecha'}]","3.79833160408142","","","TV","2014-07-06","Finished Airing","The story features inhabitants of Earth and Mars waging in an interplanetary war. The story touches upon the effects wars have on a country's government and its people.
War is coming...
The two powers will soon clash with one another and by military force, start killing each other.

Humanity has clearly split into two and currently there is no way these groups will once again unite. Humanity celebrates this transient time of peace as they slowly dismiss from their minds the scars their ancestors bore in the past. No one realized that with one little push their world canfall to its destruction.

Just one little spark will do. 
Preparations are steadily on its way.
Then we shall see the end to this false peace.

But, there are men who realize the approach of this inevitable war. Most of them are close to the military. Though, of course these men are well aware that they have no power to remedy this situation. For that is why they are deep in despair. Among the soldiers that I have had contact with, there were even men who were depressed when they realized the impending war. Even then, as far as the people of Shinawara City, I did not feel that any of them had any sense of danger. While in their minds, they knew that war was unavoidable but they could not help but to continue living each day as if nothing was changed. That is all I can say about that. Humanity has grown too used to this false peace.

Humanity does not go to war because they know that they possess a clear sense of justice within their troops. Also, they do not declare war because they are confident of their own victories. The reason man goes to war is simple. War exists simply because there are men who wish to wage

We just need one simple reason.
For that reason, our plans are right on track. 
There is no way of avoidance. 
I will say it once more. 
War is coming.

(Source: Aniplex USA)","Aldnoah.Zero","anime","https://hummingbird.me/anime/aldnoah-zero","",""
